ID	Fwy	Dir	District	County	City	State_PM	Abs_PM	Latitude	Longitude	Length	Type	Lanes	Name	User_ID_1	User_ID_2	User_ID_3	User_ID_4
400690	85	S	4	85	68000	6.22	6.22	37.255184	-121.876817	.935	ML	3	Almaden Expressway	E37DL	L3-S-37-085-00622		
400691	80	W	4	1	6000	4.82	10.13	37.852603	-122.299937	.24	ML	5	Ashby Ave		L5-W-33-080-00482		
400692	580	E	4	1	53000	40.11	56.188	37.786914	-122.196329	1.037	ML	4	High St	DT105	L4-E-33-580-04011		
400695	680	S	4	1	26000	0.35	10.285	37.469056	-121.907897	.7	ML	4	1100 N Scott Creek UC rm-n-diag	DT096	L4-S-33-680-00035		
400696	680	S	4	13	68378	2.23	33.647	37.751639	-121.960097	.29	ML	4	Montevideo Rd	DT499	L4-S-28-680-00223		
400698	880	S	4	1	26000	4.03	14.257	37.500427	-121.958791	.67	ML	4	Truck Scales (Fremont)	DT924	L4-S-33-880-00403		
400699	80	E	4	95	81666	3.40	30.872	38.108294	-122.229556	.81	ML	3	Tennessee St	DT060	L3-E-23-080-00340		
400700	85	S	4	85	68000	9.43	9.43	37.251345	-121.934089	.485	ML	3	Union Avenue	E37EP	L3-S-37-085-00943		
400703	280	N	4	81	73262	23.00	45.54	37.650243	-122.452302	.975	ML	4	WB Westborough Blvd	DT493	L4-N-35-280-02300		
400704	4	W	4	13		13.78	13.619	38.001602	-122.05117	.63	ML	2	Solano Way	DT161	L2-W-28-004-01378		
400707	80	W	4	13	33308	10.04	23.373	38.014974	-122.269496	.475	ML	4	WB SR-4	DT020	L4-W-28-080-01004		
400709	880	S	4	85	68000	1.94	1.94	37.341275	-121.927699	.41	ML	3	NB SR-82	E37S5	l3-S-37-880-00194		
400712	680	N	4	13	17988	8.81	40.202	37.83533	-122.009544	.24	ML	4	El Pintado Rd	DT525	L4-N-28-680-00881		
400713	85	N	4	85	68000	9.43	9.43	37.251585	-121.934046	.595	ML	3	Union Avenue	E37EP	L3-N-37-085-00943		
400714	280	N	4	85	68000	4.76	6.142	37.316788	-121.953512	.375	ML	4	Winchester Bloulevard	E37GO	l4-N-37-280-00476		
400715	17	N	4	85	44112	9.40	21.953	37.256205	-121.955355	.245	ML	2	SB 85 To NB 17	E37EF	L2-N-37-017-00940		
400716	880	N	4	1	26000	9.03	19.257	37.54901	-122.02445	.535	ML	4	Thornton Ave.	E33FR	L4-N-33-880-00903		
400717	85	S	4	85	68000	8.23	8.23	37.250424	-121.912467	.565	ML	4	Camden Avenue	E37EC	L4-S-37-085-00823		
400723	880	S	4	85	68000	1.25	1.25	37.334296	-121.936706	.625	ML	3	Bascom Avenue	E37W3	l3-S-37-880-00125		
400726	280	N	4	85		12.90	14.282	37.341729	-122.091188	3.445	ML	4	Foothill Expy	DT199	L4-N-37-280-01290		
400727	101	S	4	41	52582	17.33	457.935	38.057889	-122.531097	.375	ML	4	Ignacio Blvd -Alameda Del Prado	DT559	L4-S-27-101-01733		
400728	80	E	4	1	6000	5.82	11.13	37.866567	-122.303586	.255	ML	5	University Ave		L5-E-33-080-00582		
400729	85	N	4	85	68000	0.10	.1	37.241625	-121.7675	.335	ML	1	NB 101 & Bernal Road:rm-n-fly/lo	E37DW	L1-N-37-085-00010		
400731	84	E	4	1	26000	1.31	31.37	37.52126	-122.103026	.39	ML	3	End Dumbarton Bridge/Thornton Av	DT921	L3-E-33-084-00131		
400733	101	S	4	81	20970	1.18	403.403	37.462878	-122.145152	.42	ML	4	Sr 84/University Ave-1	DT040	L4-S-35-101-00118		
400734	580	W	4	13	60620	3.95	67.806	37.926527	-122.365224	1.07	ML	3	WB Cutting Blvd	DT122	L3-W-28-580-00395		
400736	24	E	4	13	54232	1.81	6.158	37.872735	-122.18927	.42	ML	5	Gateway Blvd	DT429	L5-E-28-024-00181		
400738	580	W	4	13	60620	4.45	68.306	37.927273	-122.37421	2.75	ML	3	Bellam Blvd	DT123	L3-W-28-580-00445		
400739	880	S	4	1	26000	4.78	15.007	37.507992	-121.968393	.76	ML	4	Auto Mall Pkwy(Durham)	E33GW	L4-S-33-880-00478		
400740	880	S	4	1	53000	25.28	35.507	37.738012	-122.19424	.53	ML	4	SB Hegenberger	E33ET	L4-S-33-880-02528		
400741	680	S	4	13	17988	6.31	37.727	37.805372	-121.990474	.448	ML	4	Sycamore Valley Rd	DT253	L4-S-28-680-00631		
400742	101	S	4	85	68000	28.44	377.747	37.25555	-121.793969	.881	ML	4	NB SR-82 (Wb)	E37CW	L4-S-37-101-02844		
400743	101	S	4	85	77000	45.72	395.393	37.398989	-122.028373	.195	ML	4	Mathilda Avenue	E37GJ	L4-S-37-101-04572		
400744	101	S	4	81	8310	24.81	427.033	37.689976	-122.390983	.77	ML	4	Sierra Pt Pkwy/ Marina Blvd	DT300	L4-S-35-101-02481		
400745	4	E	4	13		13.78	13.619	38.001327	-122.051026	.62	ML	2	Solano Way	DT161	L2-E-28-004-01378		
400747	24	W	4	13	54232	3.39	7.738	37.891089	-122.172893	.345	ML	5	St Stephens Dr	DT435	L5-W-28-024-00339		
400748	24	E	4	13		8.48	12.828	37.89729	-122.081421	1.354	ML	6	NB I-680/Mt Diablo	DT458	L6-E-28-024-00848		
400749	680	S	4	13	83346	12.09	43.482	37.872684	-122.043391	.15	ML	4	Livorna Rd	DT268	L4-S-28-680-01209		
400750	85	N	4	85	68000	7.97	7.97	37.250746	-121.907763	.945	ML	3	Camden Avenue	E37EB	L3-N-37-085-00797		
400754	85	S	4	85	68000	4.04	4.04	37.25151	-121.838854	.535	ML	3	Blossom Hill Road	E37ER	L3-S-37-085-00404		
400755	80	W	4	13	60620	0.91	14.243	37.909536	-122.316706	.305	ML	4	Carlson Blvd Off/On-1	DT112	L4-W-28-080-00091		
400756	680	S	4	13		24.25	55.95	38.024575	-122.110237	.5	ML	3	Marina Vista Blvd	DT178	L3-S-28-680-02425		
400758	84	E	4	1	50916	5.76	35.82	37.560347	-122.040871	2.6	ML	3	Newark Blvd/I-880 -3	DT019	L3-E-33-084-00576		
400759	84	E	4	1	50916	3.91	33.97	37.54197	-122.065011	.85	ML	3	Thornton Ave	DT016	L3-E-33-084-00391		
400760	101	N	4	85	68000	40.10	389.737	37.374628	-121.931055	.53	ML	4	Guadalupe Pkwy/Route 87	DTB04	L4-N-37-101-04010		
400761	880	N	4	1	26000	7.13	17.357	37.529397	-122.001271	.495	ML	4	EB Mowry Ave.	E33GJ	L4-N-33-880-00713		
400763	101	S	4	81		20.64	422.863	37.63503	-122.403511	.13	ML	4	San Bruno Ave (South San Francis	DT903	L4-S-35-101-02064		
400765	880	N	4	1	53000	33.80	44.027	37.811809	-122.303409	.825	ML	4	7th St	DT630	L4-N-33-880-03380		
400766	101	S	4	81	73262	21.35	423.573	37.645048	-122.406433	.505	ML	4	S Airport Blvd	DT296	L4-S-35-101-02135		
400767	680	S	4	13	17988	7.30	38.692	37.818938	-121.993435	.36	ML	5	Sycamore Valley Rd	DT255	L5-S-28-680-00730		
400768	101	N	4	41	52582	18.62	459.893	38.074507	-122.541273	.405	ML	5	Ignacio Blvd	DT564	L5-N-27-101-01862		
400769	84	W	4	1	26000	0.89	30.95	37.516429	-122.106743	1.1	ML	3	Toll Plaza/Begin Dumb.Br.-4	DT922	L3-W-33-084-00089		
400770	80	E	4	13	60620	4.30	17.633	37.955597	-122.329563	.235	ML	4	San Pablo Dam Rd rm-e-diag	DT168	L4-E-28-080-00430		
400772	85	S	4	85	68000	9.10	9.1	37.250448	-121.928226	.6	ML	3	Union Avenue	E37EE	L3-S-37-085-00910		
400774	680	N	4	13	83346	12.72	44.221	37.881626	-122.050749	.434	ML	5	Rudgear Rd	DT540	L5-N-28-680-01272		
400778	880	S	4	1	26000	6.29	16.517	37.522762	-121.98845	.505	ML	4	Stevenson Blvd.	E33GX	L4-S-33-880-00629		
400781	101	S	4	81	73262	23.53	425.753	37.672034	-122.391057	.855	ML	4	Sierra Pt Pkwy/Marina Blvd -Old	DT299	L4-S-35-101-02353		
400782	101	S	4	41		16.72	457.325	38.04924	-122.531986	.37	ML	4	Alameda Del Prado	DT557	L4-S-27-101-01672		
400783	101	S	4	81	46870	3.20	405.423	37.480254	-122.174886	.485	ML	4	Marsh Rd	DT046	L4-S-35-101-00320		
400784	101	S	4	81		19.45	421.673	37.618053	-122.399121	.13	ML	5	I-380 To Airport Blvd	DT290	L5-S-35-101-01945		
400785	680	N	4	13	83346	11.94	43.332	37.870941	-122.041772	.145	ML	4	Rudgear  Rd	DT536	L4-N-28-680-01194		
400788	880	N	4	1	68084	20.82	31.047	37.691415	-122.138842	.855	ML	4	Washington	DT698	L4-N-33-880-02082		
400791	680	S	4	85	47766	9.61	9.61	37.46053	-121.901055	2.825	ML	3	Scott Creek Rd	DT200	L3-S-37-680-00961		
400792	85	S	4	85	68000	10.47	10.646	37.255491	-121.955543	.383	ML	3	Bascom Avenue	E37EM	L3-S-37-085-01047		
400793	880	S	4	1	53000	25.27	35.497	37.737894	-122.194137	.265	ML	4	NB Hegenberger	E33EU	L4-S-33-880-02527		
400794	101	S	4	85	77000	43.72	393.393	37.390422	-121.993716	.245	ML	5	Lawrence Expressway	DT952	L5-S-37-101-04372		
400799	280	N	4	85	68000	1.59	1.59	37.327927	-121.876137	.645	ML	4	10th Street	DT599	L4-N-37-280-00159		
400800	24	W	4	13	39122	4.44	8.788	37.892206	-122.154409	.195	ML	5	Acalanes/Nido	DT439	L5-W-28-024-00444		
400801	680	N	4	13	83346	14.27	45.771	37.897107	-122.070775	.37	ML	4	WB SR-24	DT554	L4-N-28-680-01427		
400803	80	W	4	1	6000	4.61	9.92	37.849658	-122.299219	.41	ML	5	Ashby Ave		L5-W-33-080-00461		
400805	680	N	4	95	23182	11.56	69.683	38.204585	-122.137889	1.633	ML	2	Gold Hill Rd	TV811	L2-N-23-680-01156		
400807	280	S	4	85		12.90	14.282	37.341455	-122.091236	3.445	ML	4	Magdalena Ave/Foothillexpy-1	DT199	L4-S-37-280-01290		
400808	80	E	4	1	6000	4.60	9.91	37.849265	-122.298899	.41	ML	5	Ashby Ave		L5-E-33-080-00460		
400809	84	W	4	1	50916	3.91	33.97	37.542255	-122.065019	.85	ML	3	Paseo Padre Pkwy	DT016	L3-W-33-084-00391		
400810	880	S	4	1	26000	8.68	18.907	37.544559	-122.021402	.785	ML	4	Thornton Ave.	E33EC	L4-S-33-880-00868		
400814	680	N	4	13	83346	15.82	47.321	37.918374	-122.063152	.295	ML	5	NB N. Main St	DT824	L5-N-28-680-01582		
400815	580	W	4	1	53000	45.56	61.645	37.825941	-122.275114	.978	ML	6	EB I-980	DT342	L6-W-33-580-04556		
400816	580	W	4	1	57792	18.67	34.854	37.701684	-121.885255	.12	ML	4	Hacienda Dr: rm-w-loop(inactive)	DT622	L4-W-33-580-01867		
400818	680	S	4	1	20018	21.47	31.008	37.718377	-121.936271	.285	ML	5	Alcosta Blvd/I 580 - 1	DT155	L5-S-33-680-02147		
400819	80	W	4	13	60620	1.54	14.873	37.918568	-122.317539	.38	ML	4	Cutting Blvd/Potrero Ave-1	DT462	L4-W-28-080-00154		
400822	85	N	4	85	68000	10.47	10.646	37.255715	-121.955375	.383	ML	3	Bascom Avenue	E37EM	L3-N-37-085-01047		
400823	280	N	4	85	17610	9.60	10.982	37.334457	-122.035326	1.295	ML	4	De Anza Boulevard	DT002	L4-N-37-280-00960		
400828	85	S	4	85	68000	15.67	15.846	37.298804	-122.030071	.515	ML	3	De Anza Boulevard	E37DP	L3-S-37-085-01567		
400829	80	E	4	95	81666	1.09	28.562	38.075421	-122.231255	1.162	ML	3	NB SR-29	DT055	L3-E-23-080-00109		
400832	17	S	4	85	44112	9.27	21.823	37.254601	-121.956775	1.105	ML	3	SB 85 To SB 17	E37DM	L3-S-37-017-00927		
400835	880	S	4	1	53000	30.96	41.187	37.794062	-122.264744	.78	ML	4	Oak St.	DT766	L4-S-33-880-03096		
400837	87	S	4	85	68000	3.54	3.54	37.303418	-121.878248	.645	ML	2	Almaden Expressway	E37BU	L2-S-37-087-00354		
400838	80	E	4	13	57288	6.89	20.223	37.988496	-122.312983	.36	ML	5	SB Richmond Parkway	DT172	L5-E-28-080-00689		
400839	880	S	4	1	26000	11.59	21.817	37.580027	-122.048801	.29	ML	4	Alvarado-Fremont Blvd.	E33HA	L4-S-33-880-01159		
400841	84	W	4	1	26000	1.67	31.73	37.52558	-122.09862	.4	ML	3	Toll Plaza/Begin Dumb.Br.-2	DT330	L3-W-33-084-00167		
400842	87	S	4	85	68000	0.45	.45	37.26205	-121.859133	.615	ML	2	Santa Teresa Blvd	E37CC	L2-S-37-087-00045		
400844	880	N	4	1	53000	34.80	45.027	37.822794	-122.291843	.55	ML	2	Grand Ave	DT331	L2-N-33-880-03480		
400849	87	S	4	85	68000	3.07	3.07	37.297388	-121.874289	.335	ML	1	Curtner Avenue	E37BY	L1-S-37-087-00307		
400852	680	S	4	13	17988	8.81	40.202	37.835136	-122.009773	.24	ML	4	Stone Valley Rd	DT525	L4-S-28-680-00881		
400853	880	S	4	1	81204	13.10	23.327	37.5997	-122.061725	.3	ML	4	Alvarado-Niles Road	E33HC	L4-S-33-880-01310		
400854	4	W	4	13		18.81	18.649	38.022898	-121.964725	.265	ML	3	Bay Pointe Rd.	DT866	L3-W-28-004-01881		
400858	101	N	4	85		30.05	379.683	37.281279	-121.807832	.85	ML	4	Hellyer Avenue	E37CV	L4-N-37-101-03005		
400859	101	N	4	81	20970	1.18	403.367	37.463019	-122.145022	.48	ML	4	University Ave	DT040	L4-N-35-101-00118		
400861	92	E	4	81	68252	11.17	11.896	37.549901	-122.312556	.47	ML	2	SB Rte 82	DT033	L2-E-35-092-01117		
400863	101	N	4	85	68000	39.28	388.917	37.371809	-121.91655	.43	ML	4	North First Street	E37A5	L4-N-37-101-03928		
400865	80	E	4	13	57288	7.61	20.943	37.99336	-122.301718	.165	ML	4	Appian Way	DT872	L4-E-28-080-00761		
400867	580	W	4	13	60620	1.98	65.836	37.919482	-122.331673	.431	ML	3	Lane Drop	DT119	L3-W-28-580-00198		
400868	101	N	4	75	67000	3.30	431.594	37.7536	-122.402898	.5	ML	4	25th St	DT232	L4-N-34-101-00330		
400869	85	S	4	85	49670	23.48	23.656	37.403673	-122.069953	1.074	ML	3	Moffett Boulevard	E37FY	L3-S-37-085-02348		
400870	680	N	4	85	47766	9.61	9.61	37.460573	-121.900687	2.825	ML	3	Jacklin Rd	DT200	L3-N-37-680-00961		
400873	237	E	4	85	68000	8.17	8.222	37.420927	-121.93674	2.57	ML	3	Zanker Road	E37EG	L3-E-37-237-00817		
400878	24	W	4	13	39122	6.84	11.188	37.895657	-122.111891	.335	ML	5	Pleasant Hill/ Deer Hill-1	DT450	L5-W-28-024-00684		
400880	680	N	4	13	68378	2.23	33.647	37.751697	-121.959796	.29	ML	4	Montevideo Rd	DT499	L4-N-28-680-00223		
400883	680	S	4	13	83346	16.05	47.551	37.921536	-122.061952	.6	ML	6	N Main St -Treat Blvd/Weigh Sta.	DT548	L6-S-28-680-01605		
400884	101	S	4	81	68252	11.62	413.843	37.550027	-122.293152	.15	ML	5	Lane Drop	DT141	L5-S-35-101-01162		
400886	101	S	4	81	73262	20.79	423.013	37.63711	-122.404362	.355	ML	4	I-380	DT295	L4-S-35-101-02079		
400891	101	S	4	85	68000	31.30	380.969	37.29855	-121.812553	.745	ML	4	Capitol Expressway	E37CN	L4-S-37-101-03130		
400892	580	E	4	1	57792	19.87	35.902	37.701571	-121.907167	.205	ML	6	Hopyard Rd.	E33CG	L6-E-33-580-01987		
400894	85	S	4	85	68000	2.00	2	37.242723	-121.804466	1.03	ML	3	Cottle Road	E37DE	L3-S-37-085-00200		
400895	101	S	4	85	68000	41.79	391.463	37.380958	-121.960741	.56	ML	5	San Tomas Expressway	E37V0	L5-S-37-101-04179		
400898	880	N	4	1	33000	18.03	28.257	37.661989	-122.104729	.33	ML	5	Winton Ave	DT395	L5-N-33-880-01803		
400902	80	E	4	13	57288	7.62	20.953	37.993386	-122.301536	.43	ML	4	Appian Way	DT873	L4-E-28-080-00762		
400904	101	S	4	85	77000	44.70	394.373	37.395067	-122.010518	.35	ML	4	Fair Oaks Avenue	E37GX	L4-S-37-101-04470		
400905	92	W	4	81	68252	11.17	11.896	37.549976	-122.312643	.47	ML	2	SB Rte 82	DT033	L2-W-35-092-01117		
400907	85	S	4	85	44112	10.88	11.056	37.257815	-121.96237	.345	ML	3	SB 17& NB 17 To NB 85	E37DY	L3-S-37-085-01088		
400910	101	S	4	85	68000	30.71	380.379	37.290532	-121.80987	.575	ML	4	Capitol Expwy	E37CM	L4-S-37-101-03071		
400911	101	N	4	85	68000	39.59	389.227	37.372674	-121.922087	.41	ML	4	Brokaw Road	E37P9	L4-N-37-101-03959		
400916	87	N	4	85	68000	4.90	4.9	37.32045	-121.890147	.28	ML	3	SB 280 To SB 87	E37DH	L3-N-37-087-00490		
400922	101	S	4	85	68000	38.17	387.843	37.363644	-121.899535	.37	ML	5	NB 880 To SB 101	DT717	L5-S-37-101-03817		
400923	880	N	4	1	53000	34.90	45.127	37.824153	-122.291162	.15	ML	4	7th St	DT357	L4-N-33-880-03490		
400928	880	N	4	1	33000	14.95	25.177	37.62282	-122.077983	.425	ML	5	Industrial Pkwy	DT388	L5-N-33-880-01495		
400929	80	W	4	13	57288	7.29	20.623	37.992208	-122.307463	.365	ML	5	Appian Way	DT468	L5-W-28-080-00729		
400933	680	N	4	13		11.40	42.792	37.864341	-122.036569	.29	ML	4	Livorna Rd	DT534	L4-N-28-680-01140		
400934	85	S	4	85	68000	10.29	10.29	37.254002	-121.949365	.288	ML	3	SB 17& NB 17 To SB 85	E37DX	L3-S-37-085-01029		
400939	880	N	4	1		18.72	28.947	37.670921	-122.110371	.28	ML	5	1900' N of A St	DT396	L5-N-33-880-01872		
400941	880	S	4	1	26000	3.24	13.467	37.492551	-121.948549	.49	ML	4	Fremont Blvd.	E33GU	L4-S-33-880-00324		
400942	880	S	4	1	68084	22.72	32.947	37.709334	-122.165111	.35	ML	4	Marina Blvd.	E33EH	L4-S-33-880-02272		
400944	24	E	4	13		0.59	4.938	37.863419	-122.20897	.824	ML	4	Fish Ranch Rd	DT426	L4-E-28-024-00059		
400946	24	E	4	13	39122	8.18	12.528	37.89776	-122.086814	.285	ML	5	Pleasant Hill	DT456	L5-E-28-024-00818		
400948	580	W	4	1	53000	41.51	57.74	37.79841	-122.216924	.655	ML	4	Coolidge Ave	DT106	L4-W-33-580-04151		
400949	880	N	4	1	53000	26.84	37.067	37.756731	-122.210399	.965	ML	4	66th Ave	DT720	L4-N-33-880-02684		
400950	580	W	4	1	53000	43.36	59.445	37.809255	-122.244378	.47	ML	4	Lakeshore Ave	DT109	L4-W-33-580-04336		
400951	880	N	4	85	68000	0.57	.57	37.325584	-121.940683	.54	ML	3	SB I-280	E37JJ	l3-N-37-880-00057		
400952	85	N	4	85	70280	13.93	14.106	37.279234	-122.01035	.755	ML	3	Saratoga Avenue	E37DT	L3-N-37-085-01393		
400953	280	N	4	85	68000	1.85	1.85	37.327241	-121.88076	.23	ML	4	4th Street	DT208	L4-N-37-280-00185		
400955	880	N	4	1	53000	24.84	35.067	37.732945	-122.189517	.43	ML	5	98th Ave.	E33ER	L5-N-33-880-02484		
400956	880	S	4	1	53000	26.33	36.557	37.750611	-122.205291	1.125	ML	4	Oakport/66th Ave.	DT721	L4-S-33-880-02633		
400958	680	S	4	13	17988	4.71	36.127	37.78416	-121.979058	.335	ML	4	Sycamore Valley Rd	DT510	L4-S-28-680-00471		
400961	680	S	4	95		3.03	61.192	38.08841	-122.109902	1.8	ML	2	Parish Rd	DT846	L2-S-23-680-00303		
400962	101	N	4	41		17.79	459.063	38.06368	-122.534971	.455	ML	4	Ignacio Blvd	DT560	L4-N-27-101-01779		
400963	85	S	4	85	68000	1.74	1.74	37.241254	-121.798377	1.87	ML	3	Cottle Road	E37CF	L3-S-37-085-00174		
400964	101	N	4	85	68000	40.65	390.287	37.376685	-121.94075	.355	ML	3	De La Cruz Boulevard	DT672	l3-N-37-101-04065		
400965	101	N	4	85	68000	37.84	387.477	37.363311	-121.893592	.83	ML	4	Oakland Road	E37FV	L4-N-37-101-03784		
400966	84	E	4	1	26000	3.09	33.15	37.534548	-122.076742	.545	ML	3	Toll Plaza	DT817	L3-E-33-084-00309		
400970	237	E	4	85	77000	4.75	4.807	37.409755	-121.995933	3.215	ML	3	Lawrence Expressway	E37EY	L3-E-37-237-00475		
400971	880	S	4	85	68000	4.39	4.39	37.368669	-121.901336	.43	ML	3	Old Bayshore Highway	DT072	L3-S-37-880-00439		
400972	680	N	4	13	17988	6.87	38.262	37.812878	-121.993112	.482	ML	4	Sycamore Valley Rd	DT517	L4-N-28-680-00687		
400973	237	E	4	85	69084	6.18	6.237	37.417801	-121.972288	.973	ML	3	Great America Parkway	E37EZ	L3-E-37-237-00618		
400975	101	N	4	81		19.05	421.237	37.612975	-122.395781	.275	ML	5	Lane Add	DT287	L5-N-35-101-01905		
400976	80	E	4	13	60620	6.57	19.903	37.984379	-122.315577	.31	ML	4	Richmond Pkway rm-e-loop	DT170	L4-E-28-080-00657		
400977	101	S	4	81		19.63	421.853	37.620575	-122.399975	.195	ML	4	WB I-380	DT291	L4-S-35-101-01963		
400978	101	S	4	85		30.15	379.819	37.282486	-121.808807	.855	ML	4	Hellyer Avenue	E37CK	L4-S-37-101-03015		
400980	880	N	4	1	53000	31.42	41.647	37.797439	-122.271974	1.025	ML	4	Jackson St rm-n-diag	DT406	L4-N-33-880-03142		
400981	101	N	4	81	20970	1.89	404.077	37.469164	-122.155429	.39	ML	4	NB Willow Rd/SR-84	DT042	L4-N-35-101-00189		
400983	880	N	4	1	53000	29.75	39.977	37.786336	-122.245364	1.16	ML	3	WB 23rd Ave	DT587	L3-N-33-880-02975		
400986	580	E	4	1	57792	17.70	33.732	37.701309	-121.86757	.37	ML	4	NB Santa Rita Rd	DT659	L4-E-33-580-01770		
400988	680	N	4	13	68378	4.71	36.127	37.784242	-121.978779	.305	ML	4	WB Crow Canyon Rd	DT510	L4-N-28-680-00471		
400989	24	W	4	13	54232	1.11	5.458	37.867462	-122.200125	.61	ML	4	Gateway Blvd	DT427	L4-W-28-024-00111		
400990	880	N	4	1		19.68	29.907	37.680566	-122.123107	.295	ML	5	100' S of Paseo Grande	DT399	L5-N-33-880-01968		
400991	101	S	4	81		19.25	421.473	37.615306	-122.39797	.135	ML	6	I-380 To Airport Blvd -S.F. Airp	DT288	l6-S-35-101-01925		
400993	4	W	4	13		17.12	16.959	38.015805	-121.993125	.36	ML	3	Willow Pass Rd.	DT864	L3-W-28-004-01712		
400995	87	S	4	85	68000	4.36	4.36	37.3134	-121.88638	.58	ML	5	Lelong Anenue	E37ED	L5-S-37-087-00436		
400996	101	N	4	85	68000	35.84	385.473	37.350928	-121.862378	.51	ML	4	Alum Rock Av /Route 130	E37P6	L4-N-37-101-03584		
400999	4	W	4	13		17.49	17.329	38.018917	-121.987525	.365	ML	4	Willow Pass Rd On/Off-2	DT422	L4-W-28-004-01749		
401002	24	E	4	13	39122	7.91	12.258	37.897666	-122.09174	.335	ML	4	Pleasant Hill	DT455	L4-E-28-024-00791		
401003	880	N	4	1	33000	17.82	28.047	37.659267	-122.103058	.275	ML	5	Winton Ave.	E33BY	L5-N-33-880-01782		
401005	80	E	4	13	60620	0.91	14.243	37.909564	-122.31655	.2	ML	4	Carlson Blvd	DT112	L4-E-28-080-00091		
401006	580	E	4	1	57792	19.74	35.772	37.701529	-121.904795	.395	ML	4	Hopyard Rd.	DT681	L4-E-33-580-01974		
401009	4	E	4	13		17.49	17.329	38.018499	-121.9875	.365	ML	4	Willow Pass Rd	DT422	L4-E-28-004-01749		
401011	880	N	4	1	26000	10.28	20.507	37.563362	-122.038123	.295	ML	4	NB Route 84	E33GA	L4-N-33-880-01028		
401012	92	E	4	81	68252	9.33	10.056	37.53178	-122.3299	.935	ML	2	Hillsdale Blvd	DT031	L2-E-35-092-00933		
401014	237	W	4	85	68000	8.03	8.082	37.420505	-121.9392	.53	ML	3	Zanker Road	E37HC	L3-W-37-237-00803		
401015	580	W	4	1	53000	39.27	55.336	37.783815	-122.178637	.692	ML	4	NB SR-13	DT102	L4-W-33-580-03927		
401016	280	N	4	81	73262	22.60	45.14	37.645184	-122.448868	.478	ML	4	Avalon Dr	DT465	L4-N-35-280-02260		
401017	580	W	4	1	53000	42.76	58.845	37.805197	-122.234712	.552	ML	4	Beaumont Ave/Park Blvd-1	DT108	L4-W-33-580-04276		
401018	280	S	4	75	67000	3.87	53.843	37.732647	-122.414119	1.54	ML	4	SB Us-101	DT010	L4-S-34-280-00387		
401038	880	S	4	1	26000	12.30	22.527	37.589412	-122.05441	.275	ML	4	Alvarado-Niles Rd/Fremont Blvd -	DT668	L4-S-33-880-01230		
401041	80	W	4	13	60620	2.00	15.333	37.92469	-122.320506	.255	ML	4	Cutting Blvd/Potrero Ave-1	DT165	L4-W-28-080-00200		
401045	80	E	4	13	60620	2.00	15.333	37.924801	-122.320238	.255	ML	4	Potrero Ave	DT165	L4-E-28-080-00200		
401048	92	E	4	81	25338	17.92	18.646	37.60042	-122.211759	.53	ML	3	Substation No. 4 (New platform 5	MVDS21	U3-E-35-092-01792		
401049	92	E	4	81	25338	14.83	15.556	37.577233	-122.258452	1.47	ML	3	New Platform 1A at Pier10	MVDS13	U3-E-35-092-01483		
401052	80	W	4	13	60620	0.06	13.393	37.898689	-122.309697	.132	ML	4	Central Ave	DT460	L4-W-28-080-00006		
401053	92	E	4	81	68252	12.30	13.026	37.553585	-122.29307	.795	ML	5	Norfolk St/NB 101 to EB 92 conne	DT911	L5-E-35-092-01230		
401055	92	E	4	81	25338	18.48	19.206	37.603196	-122.202071	.601	ML	3	New platform 6	MVDS22	U3-E-35-092-01848		
401056	680	S	4	13	83346	14.75	46.251	37.90416	-122.069955	.18	ML	3	Trinity Ave under BART over head	DT341	L3-S-28-680-01475		
401058	80	E	4	13	33308	9.70	23.033	38.010911	-122.273035	.355	ML	4	3000' west of SR4 Near Call Box	DT071	L4-E-28-080-00970		
401060	92	W	4	81	25338	18.48	19.206	37.603264	-122.202119	.601	ML	3	Substation No. 5 (New platform 7	MVDS22	U3-W-35-092-01848		
401061	92	E	4	81	25338	16.87	17.596	37.595177	-122.229906	1.295	ML	3	New platform 3	MVDS33	U3-E-35-092-01687		
401062	880	N	4	1	26000	12.00	22.227	37.58562	-122.051459	.32	ML	4	Fremont Blvd	DT384	L4-N-33-880-01200		
401065	92	W	4	81	68252	12.30	13.026	37.553869	-122.293168	.49	ML	5	Norfolk St/NB 101 to EB 92 conne	DT911	L5-W-35-092-01230		
401066	80	W	4	1	6000	6.64	11.95	37.878125	-122.307431	.33	ML	5	Gilman St. EB diag	DT642	L5-W-33-080-00664		
401067	92	E	4	81	25338	17.42	18.146	37.597925	-122.220401	.525	ML	3	New platform 4	MVDS20	U3-E-35-092-01742		
401068	880	S	4	1	68084	22.13	32.357	37.703701	-122.156989	.925	ML	5	Marina Blvd/SB I-238/Washington	DT400	L5-S-33-880-02213		
401070	80	E	4	13	33308	9.20	22.533	38.00509	-122.278453	.555	ML	4	1/4 of Mile East of Pinole Valle	DT470	L4-E-28-080-00920		
401072	880	S	4	1		20.33	30.557	37.68658	-122.132116	.345	ML	4	Lewelling & Embers rm-s-diag	DT086	L4-S-33-880-02033		
401073	880	S	4	1	26000	12.00	22.227	37.585543	-122.051649	.355	ML	4	Alvarado-Niles Rd	DT384	L4-S-33-880-01200		
401078	92	W	4	81	25338	17.92	18.646	37.600471	-122.21181	.53	ML	3	New platform 6	MVDS21	U3-W-35-092-01792		
